Pair_ID,Macro_Domain,Difficulty_Tier,National_Statute_Title,Exact_Section_Citation,National_Statutory_Text,Local_Ordinance_Title,Local_Section_Citation,Local_Ordinance_Hypothesis_Text,Local_Legislative_Provenance,Annotator_Decision (Select: Entailment | Contradiction | Neutral),Annotator_Confidence (1-5),Annotator_Notes_Rationale
GT-221,"Public Health, Hospitals & Medical Services",Tier 2: Preemption & Carve-Outs,Republic Act No. 11332 (Mandatory Reporting of Notifiable Diseases and Health Events of Public Health Concern Act),Section 9,"Section 9. Prohibited Acts. — The following shall be prohibited under this Act: (a) Unauthorized disclosure of private and confidential information pertaining to a patient's medical condition or treatment; (b) Non-cooperation of persons and entities that should report and/or respond to notifiable diseases or health events of public health concern; and (c) Non-cooperation of the person or firms categorized as having the notifiable disease, or affected by the health event of public concern.","City Ordinance No. 0210-17, Series of 2017 (The Davao City Health Center Clinical Furniture Surface Sanitization Standard)",Section 3,"SECTION 3. VACCINE COLD-CHAIN TEMPERATURE LOGS. — To protect public health, promote clinical safety standards, and safeguard patient welfare across all medical facilities in Davao City, clinic nurses shall verify and record digital temperatures of vaccine storage refrigerators twice daily to ensure uninterrupted cold-chain preservation. Non-compliance with the health and sanitation directives established herein shall warrant the immediate revocation of the establishment's sanitary permit.","City Ordinance No. 0210-17, Series of 2017 (The Davao City Health Center Clinical Furniture Surface Sanitization Standard)",,,
GT-222,"Public Health, Hospitals & Medical Services",Tier 2: Preemption & Carve-Outs,Republic Act No. 9211 (Tobacco Regulation Act of 2003),Section 5,"Section 5. Smoking in Public Places. — Smoking shall be absolutely prohibited in the following public places: (a) Centers of youth activity such as playschools, elementary schools, high schools, colleges and universities, youth hostels and recreational facilities for persons under eighteen (18) years old; (b) Elevators and stairwells; (c) Locations in which fire hazards are present, including gas stations and storage areas for flammable materials; (d) Within the buildings and premises of public and private hospitals, medical, dental, and optical clinics, health centers, nursing homes, dispensaries and laboratories; and (e) Public conveyances and public facilities.","City Ordinance No. 0184-16, Series of 2016 (The Davao City Public Park Masonry Walkway Anti-Algae Coating Specification Standard)",Section 3,"SECTION 3. ROTATIONAL LAWN IRRIGATION SCHEDULE. — To protect public health, promote clinical safety standards, and safeguard patient welfare across all medical facilities in Davao City, automated sprinkler systems installed within urban plazas shall operate exclusively during early morning hours between four o'clock and six o'clock to conserve municipal treated water. Non-compliance with the health and sanitation directives established herein shall warrant the immediate revocation of the establishment's sanitary permit.","City Ordinance No. 0184-16, Series of 2016 (The Davao City Public Park Masonry Walkway Anti-Algae Coating Specification Standard)",,,
GT-223,"Public Health, Hospitals & Medical Services",Tier 3: Latent & Paraphrastic,Republic Act No. 11223 (Universal Health Care Act),Section 6,"Section 6. Service Coverage. — (a) Every Filipino shall be granted immediate eligibility and access to preventive, promotive, curative, rehabilitative, and palliative care for medical, dental, mental and emergency health services, delivered either as population-based or individual-based health services. (b) PhilHealth and the Department of Health (DOH), in coordination with local government units (LGUs), shall endeavor to provide a primary health care delivery system that will afford every Filipino access to a licensed primary care provider of choice without financial hardship at the point of service.","Proposed City Ordinance No. 2024-067, Series of 2024 (The Davao City Advanced Specialized Trauma Referral and Clinical Residency Surcharge Measure)",Section 8,"SECTION 8. PROTOCOL FOR SPECIALIZED TRAUMA ADMISSION. — In the exercise of municipal regulatory authority to maintain clean air, clinical safety, and hygienic living conditions for all residents, patients arriving at municipal emergency departments requiring intensive critical care intervention shall be routed through the Patient Accounting Bureau to establish verified national health insurance enrollment eligibility or documented corporate coverage prior to admission to specialized surgical suites. Municipal health inspectors are hereby empowered to examine business premises and recommend administrative closure for establishments failing to observe these health rules.","Proposed City Ordinance No. 2024-067, Series of 2024 (The Davao City Advanced Specialized Trauma Referral and Clinical Residency Surcharge Measure)",,,
GT-224,"Public Health, Hospitals & Medical Services",Tier 3: Latent & Paraphrastic,Republic Act No. 11332 (Mandatory Reporting of Notifiable Diseases and Health Events of Public Health Concern Act),Section 9,"Section 9. Prohibited Acts. — The following shall be prohibited under this Act: (a) Unauthorized disclosure of private and confidential information pertaining to a patient's medical condition or treatment; (b) Non-cooperation of persons and entities that should report and/or respond to notifiable diseases or health events of public health concern; and (c) Non-cooperation of the person or firms categorized as having the notifiable disease, or affected by the health event of public concern.","Proposed City Ordinance No. 2024-088, Series of 2024 (The Davao City Community Cluster Quarantine and Neighborhood Epidemiological Tracking Measure)",Section 8,"SECTION 8. GRANULAR EPIDEMIOLOGICAL CLUSTER MAPPING. — Pursuant to the police power of the Sangguniang Panlungsod to protect community health and prevent environmental hazards within the city, and to maximize community vigilance during epidemic surges, the City Health Office shall publish digital geospatial directory maps on municipal portals identifying the specific residential addresses and compound locations of active quarantined households to facilitate localized neighborhood tracing. The City Health Office, in coordination with the City Legal Office, shall conduct regular hygienic inspections and issue formal compliance notices to property administrators.","Proposed City Ordinance No. 2024-088, Series of 2024 (The Davao City Community Cluster Quarantine and Neighborhood Epidemiological Tracking Measure)",,,
GT-225,"Public Health, Hospitals & Medical Services",Tier 3: Latent & Paraphrastic,Republic Act No. 9211 (Tobacco Regulation Act of 2003),Section 5,"Section 5. Smoking in Public Places. — Smoking shall be absolutely prohibited in the following public places: (a) Centers of youth activity such as playschools, elementary schools, high schools, colleges and universities, youth hostels and recreational facilities for persons under eighteen (18) years old; (b) Elevators and stairwells; (c) Locations in which fire hazards are present, including gas stations and storage areas for flammable materials; (d) Within the buildings and premises of public and private hospitals, medical, dental, and optical clinics, health centers, nursing homes, dispensaries and laboratories; and (e) Public conveyances and public facilities.","Proposed City Ordinance No. 2024-049, Series of 2024 (The Davao City Open-Air Waterfront Hospitality and Controlled Smoking Patio Measure)",Section 7,"SECTION 7. DESIGNATED INDOOR HERITAGE CIGAR DEGUSTATION ROOMS. — To advance public health protection and ensure the comprehensive monitoring of sanitation standards across commercial and healthcare properties, licensed hospitality establishments and boutique cigar lounges may maintain an enclosed indoor tobacco tasting chamber for adult connoisseurs, provided that the venue operates independent negative-pressure ventilation systems certified by the City Health Office. The City Administrator shall coordinate with local barangay health workers to maintain community health surveillance and ensure adherence to this Section.","Proposed City Ordinance No. 2024-049, Series of 2024 (The Davao City Open-Air Waterfront Hospitality and Controlled Smoking Patio Measure)",,,
GT-226,"Public Health, Hospitals & Medical Services",Tier 3: Latent & Paraphrastic,Republic Act No. 11223 (Universal Health Care Act),Section 6,"Section 6. Service Coverage. — (a) Every Filipino shall be granted immediate eligibility and access to preventive, promotive, curative, rehabilitative, and palliative care for medical, dental, mental and emergency health services, delivered either as population-based or individual-based health services. (b) PhilHealth and the Department of Health (DOH), in coordination with local government units (LGUs), shall endeavor to provide a primary health care delivery system that will afford every Filipino access to a licensed primary care provider of choice without financial hardship at the point of service.","Proposed City Ordinance No. 2024-067, Series of 2024 (The Davao City Advanced Specialized Trauma Referral and Clinical Residency Surcharge Measure)",Section 8,"SECTION 8. PROTOCOL FOR SPECIALIZED TRAUMA ADMISSION. — In the exercise of municipal regulatory authority to maintain clean air, clinical safety, and hygienic living conditions for all residents, patients arriving at municipal emergency departments requiring intensive critical care intervention shall be routed through the Patient Accounting Bureau to establish verified national health insurance enrollment eligibility or documented corporate coverage prior to admission to specialized surgical suites. Municipal health inspectors are hereby empowered to examine business premises and recommend administrative closure for establishments failing to observe these health rules.","Proposed City Ordinance No. 2024-067, Series of 2024 (The Davao City Advanced Specialized Trauma Referral and Clinical Residency Surcharge Measure)",,,
GT-227,"Public Health, Hospitals & Medical Services",Tier 3: Latent & Paraphrastic,Republic Act No. 11223 (Universal Health Care Act),Section 6,"Section 6. Service Coverage. — (a) Every Filipino shall be granted immediate eligibility and access to preventive, promotive, curative, rehabilitative, and palliative care for medical, dental, mental and emergency health services, delivered either as population-based or individual-based health services. (b) PhilHealth and the Department of Health (DOH), in coordination with local government units (LGUs), shall endeavor to provide a primary health care delivery system that will afford every Filipino access to a licensed primary care provider of choice without financial hardship at the point of service.","City Ordinance No. 0502-21, Series of 2021 (The Davao City Universal Primary Health Care Network and Clinical Integration Code)",Section 4,"SECTION 4. DECENTRALIZED MEDICAL CLINIC ACCESSIBILITY. — Pursuant to the police power of the Sangguniang Panlungsod to protect community health and prevent environmental hazards within the city, the City Health Office shall deploy mobile medical teams to remote agricultural settlements to provide free preventative clinical diagnostic consultations and essential therapeutic medications to vulnerable populations. The City Health Office, in coordination with the City Legal Office, shall conduct regular hygienic inspections and issue formal compliance notices to property administrators.","City Ordinance No. 0502-21, Series of 2021 (The Davao City Universal Primary Health Care Network and Clinical Integration Code)",,,
GT-228,"Public Health, Hospitals & Medical Services",Tier 3: Latent & Paraphrastic,Republic Act No. 11332 (Mandatory Reporting of Notifiable Diseases and Health Events of Public Health Concern Act),Section 9,"Section 9. Prohibited Acts. — The following shall be prohibited under this Act: (a) Unauthorized disclosure of private and confidential information pertaining to a patient's medical condition or treatment; (b) Non-cooperation of persons and entities that should report and/or respond to notifiable diseases or health events of public health concern; and (c) Non-cooperation of the person or firms categorized as having the notifiable disease, or affected by the health event of public concern.","City Ordinance No. 0715-20, Series of 2020 (The Davao City Epidemiological Disease Surveillance and Health Data Confidentiality Code)",Section 6,"SECTION 6. PROTECTION OF COMMUNICABLE DISEASE DATA. — In the exercise of municipal regulatory authority to maintain clean air, clinical safety, and hygienic living conditions for all residents, health workers conducting epidemiological disease tracing shall maintain strict medical confidentiality over patient identities, transmitting surveillance records through secure encrypted channels exclusively to authorized public health epidemiologists. Municipal health inspectors are hereby empowered to examine business premises and recommend administrative closure for establishments failing to observe these health rules.","City Ordinance No. 0715-20, Series of 2020 (The Davao City Epidemiological Disease Surveillance and Health Data Confidentiality Code)",,,
GT-229,"Public Health, Hospitals & Medical Services",Tier 3: Latent & Paraphrastic,Republic Act No. 9211 (Tobacco Regulation Act of 2003),Section 5,"Section 5. Smoking in Public Places. — Smoking shall be absolutely prohibited in the following public places: (a) Centers of youth activity such as playschools, elementary schools, high schools, colleges and universities, youth hostels and recreational facilities for persons under eighteen (18) years old; (b) Elevators and stairwells; (c) Locations in which fire hazards are present, including gas stations and storage areas for flammable materials; (d) Within the buildings and premises of public and private hospitals, medical, dental, and optical clinics, health centers, nursing homes, dispensaries and laboratories; and (e) Public conveyances and public facilities.","City Ordinance No. 0367-18, Series of 2018 (The Comprehensive Davao City Smoke-Free Public Environments and Tobacco Regulation Code)",Section 5,"SECTION 5. SMOKE-FREE PUBLIC THOROUGHFARES. — Pursuant to the police power of the Sangguniang Panlungsod to protect community health and prevent environmental hazards within the city, the Anti-Vices Task Force shall monitor public assembly zones and commercial walkways to ensure that individuals refrain from combustion of tobacco products in areas accessible to the general public. The City Health Office, in coordination with the City Legal Office, shall conduct regular hygienic inspections and issue formal compliance notices to property administrators.","City Ordinance No. 0367-18, Series of 2018 (The Comprehensive Davao City Smoke-Free Public Environments and Tobacco Regulation Code)",,,
GT-230,"Public Health, Hospitals & Medical Services",Tier 3: Latent & Paraphrastic,Republic Act No. 11223 (Universal Health Care Act),Section 6,"Section 6. Service Coverage. — (a) Every Filipino shall be granted immediate eligibility and access to preventive, promotive, curative, rehabilitative, and palliative care for medical, dental, mental and emergency health services, delivered either as population-based or individual-based health services. (b) PhilHealth and the Department of Health (DOH), in coordination with local government units (LGUs), shall endeavor to provide a primary health care delivery system that will afford every Filipino access to a licensed primary care provider of choice without financial hardship at the point of service.","City Ordinance No. 0502-21, Series of 2021 (The Davao City Universal Primary Health Care Network and Clinical Integration Code)",Section 4,"SECTION 4. DECENTRALIZED MEDICAL CLINIC ACCESSIBILITY. — Pursuant to the police power of the Sangguniang Panlungsod to protect community health and prevent environmental hazards within the city, the City Health Office shall deploy mobile medical teams to remote agricultural settlements to provide free preventative clinical diagnostic consultations and essential therapeutic medications to vulnerable populations. The City Health Office, in coordination with the City Legal Office, shall conduct regular hygienic inspections and issue formal compliance notices to property administrators.","City Ordinance No. 0502-21, Series of 2021 (The Davao City Universal Primary Health Care Network and Clinical Integration Code)",,,
GT-231,"Public Health, Hospitals & Medical Services",Tier 3: Latent & Paraphrastic,Republic Act No. 11332 (Mandatory Reporting of Notifiable Diseases and Health Events of Public Health Concern Act),Section 9,"Section 9. Prohibited Acts. — The following shall be prohibited under this Act: (a) Unauthorized disclosure of private and confidential information pertaining to a patient's medical condition or treatment; (b) Non-cooperation of persons and entities that should report and/or respond to notifiable diseases or health events of public health concern; and (c) Non-cooperation of the person or firms categorized as having the notifiable disease, or affected by the health event of public concern.","City Ordinance No. 0715-20, Series of 2020 (The Davao City Epidemiological Disease Surveillance and Health Data Confidentiality Code)",Section 6,"SECTION 6. PROTECTION OF COMMUNICABLE DISEASE DATA. — In the exercise of municipal regulatory authority to maintain clean air, clinical safety, and hygienic living conditions for all residents, health workers conducting epidemiological disease tracing shall maintain strict medical confidentiality over patient identities, transmitting surveillance records through secure encrypted channels exclusively to authorized public health epidemiologists. Municipal health inspectors are hereby empowered to examine business premises and recommend administrative closure for establishments failing to observe these health rules.","City Ordinance No. 0715-20, Series of 2020 (The Davao City Epidemiological Disease Surveillance and Health Data Confidentiality Code)",,,
GT-232,"Public Health, Hospitals & Medical Services",Tier 3: Latent & Paraphrastic,Republic Act No. 11223 (Universal Health Care Act),Section 6,"Section 6. Service Coverage. — (a) Every Filipino shall be granted immediate eligibility and access to preventive, promotive, curative, rehabilitative, and palliative care for medical, dental, mental and emergency health services, delivered either as population-based or individual-based health services. (b) PhilHealth and the Department of Health (DOH), in coordination with local government units (LGUs), shall endeavor to provide a primary health care delivery system that will afford every Filipino access to a licensed primary care provider of choice without financial hardship at the point of service.","City Ordinance No. 0325-18, Series of 2018 (The Davao City Public Health Center Dental Equipment Autoclave Sterilization Standard)",Section 4,"SECTION 4. AUTOCLAVE TEMPERATURE MONITORING LOGS. — In the exercise of municipal regulatory authority to maintain clean air, clinical safety, and hygienic living conditions for all residents, dental clinic personnel operating steam autoclave sterilizers shall log vacuum pressure indicators following each sterilization batch to confirm complete pathogen neutralization. Municipal health inspectors are hereby empowered to examine business premises and recommend administrative closure for establishments failing to observe these health rules.","City Ordinance No. 0325-18, Series of 2018 (The Davao City Public Health Center Dental Equipment Autoclave Sterilization Standard)",,,
GT-233,"Public Health, Hospitals & Medical Services",Tier 3: Latent & Paraphrastic,Republic Act No. 11332 (Mandatory Reporting of Notifiable Diseases and Health Events of Public Health Concern Act),Section 9,"Section 9. Prohibited Acts. — The following shall be prohibited under this Act: (a) Unauthorized disclosure of private and confidential information pertaining to a patient's medical condition or treatment; (b) Non-cooperation of persons and entities that should report and/or respond to notifiable diseases or health events of public health concern; and (c) Non-cooperation of the person or firms categorized as having the notifiable disease, or affected by the health event of public concern.","City Ordinance No. 0210-17, Series of 2017 (The Davao City Health Center Clinical Furniture Surface Sanitization Standard)",Section 5,"SECTION 5. OUTPATIENT SEATING HYGIENE PROTOCOL. — Pursuant to the police power of the Sangguniang Panlungsod to protect community health and prevent environmental hazards within the city, custodial staff in public outpatient clinics shall wipe plastic waiting lounge benches with approved disinfectant solutions between morning and afternoon clinical consultation sessions. The City Health Office, in coordination with the City Legal Office, shall conduct regular hygienic inspections and issue formal compliance notices to property administrators.","City Ordinance No. 0210-17, Series of 2017 (The Davao City Health Center Clinical Furniture Surface Sanitization Standard)",,,
