Pair_ID,Macro_Domain,Difficulty_Tier,National_Statute_Title,Exact_Section_Citation,National_Statutory_Text,Local_Ordinance_Title,Local_Section_Citation,Local_Ordinance_Hypothesis_Text,Local_Legislative_Provenance,Annotator_Decision (Select: Entailment | Contradiction | Neutral),Annotator_Confidence (1-5),Annotator_Notes_Rationale
GT-081,Education & Academic Institutions,Tier 2: Preemption & Carve-Outs,Republic Act No. 9165 (Comprehensive Dangerous Drugs Act of 2002),Section 36(c),"Section 36(c). Authorized Drug Testing for Students. — Authorized drug testing shall be done by any government forensic laboratories or by any of the drug testing laboratories accredited and monitored by the Department of Health (DOH) to safeguard the quality of test results. Students of secondary and tertiary schools shall, pursuant to the related rules and regulations as contained in the school's student handbook and with notice to the parents, undergo a random drug testing: Provided, That all drug testing expenses whether in public or private schools under this Section will be borne by the government.","City Ordinance No. 0177-16, Series of 2016 (The Davao City Public Classroom Educational Furniture Maintenance and Sanitation Standard)",Section 5,"SECTION 5. CROSSING GUARD HIGH-VISIBILITY VESTS. — In coordination with the Department of Education and the Commission on Higher Education under local ordinance powers, municipal traffic marshals assigned to school pedestrian crosswalks shall wear high-visibility reflective safety vests during peak student arrival hours. The City Health Office and the City Social Welfare and Development Office (CSWDO) shall deploy inspection officers to ensure student protection standards.","City Ordinance No. 0177-16, Series of 2016 (The Davao City Public Classroom Educational Furniture Maintenance and Sanitation Standard)",,,
GT-082,Education & Academic Institutions,Tier 2: Preemption & Carve-Outs,Republic Act No. 11314 (Student Fare Discount Act),Section 5,"Section 5. Student Fare Discount Privilege. — A student under this Act shall be entitled to a grant for twenty percent (20%) discount on the regular domestic transportation utility fares for land, rail, sea and air, upon presentation of their duly issued school identification cards or valid enrollment documents. The discount shall be granted across all public transportation utilities operating within Philippine territory throughout the entire calendar year.","City Ordinance No. 0318-18, Series of 2018 (The Davao City Public Transport Passenger Waiting Shed and Terminal Canopy Standard)",Section 6,"SECTION 6. LOST PROPERTY CUSTODY. — To safeguard student welfare and promote accessible quality education across all public and private academic institutions, transport terminal dispatchers who recover unattended baggage inside public passenger waiting lounges shall log the items within the terminal lost-and-found ledger. Academic institutions or transport operators failing to adhere to these local educational standards shall be subject to administrative fines under the Davao City Revenue Code.","City Ordinance No. 0318-18, Series of 2018 (The Davao City Public Transport Passenger Waiting Shed and Terminal Canopy Standard)",,,
GT-083,Education & Academic Institutions,Tier 3: Latent & Paraphrastic,Republic Act No. 10931 (Universal Access to Quality Tertiary Education Act),Section 4,"Section 4. Free Higher Education in SUCs and LUCs. — All Filipino students who are enrolled in courses leading to a bachelor's degree or comparable undergraduate degree in State Universities and Colleges (SUCs) and Local Universities and Colleges (LUCs) shall be exempt from paying tuition and other school fees for units enrolled in: Provided, That they pass the entrance examination and other admission and retention requirements of the SUCs and LUCs. SUCs and LUCs shall not collect mandatory tuition or administrative fees from qualified undergraduate students, and the required funding shall be subsidized by the national government through annual appropriations.","Proposed City Ordinance No. 2024-128, Series of 2024 (The City College of Davao Campus Sustainability and Facility Assessment Measure)",Section 8,"SECTION 8. SUSTAINABILITY CO-DEVELOPMENT PROGRAM. — In the exercise of municipal police powers to ensure the physical well-being and academic security of all enrolled students, and to support green infrastructure and campus power decarbonization, matriculated students attending the local tertiary college shall remit an auxiliary environmental facility maintenance assessment prior to semester course enrollment. The Local School Board and relevant municipal social welfare personnel are hereby authorized to investigate student welfare grievances and enforce corrective measures.","Proposed City Ordinance No. 2024-128, Series of 2024 (The City College of Davao Campus Sustainability and Facility Assessment Measure)",,,
GT-084,Education & Academic Institutions,Tier 3: Latent & Paraphrastic,Republic Act No. 9165 (Comprehensive Dangerous Drugs Act of 2002),Section 36(c),"Section 36(c). Authorized Drug Testing for Students. — Authorized drug testing shall be done by any government forensic laboratories or by any of the drug testing laboratories accredited and monitored by the Department of Health (DOH) to safeguard the quality of test results. Students of secondary and tertiary schools shall, pursuant to the related rules and regulations as contained in the school's student handbook and with notice to the parents, undergo a random drug testing: Provided, That all drug testing expenses whether in public or private schools under this Section will be borne by the government.","Proposed City Ordinance No. 2024-142, Series of 2024 (The Davao City Campus Academic Substance Screening and Disciplinary Code)",Section 5,"SECTION 5. CAMPUS ENTRY SAFETY AND TOXICOLOGY PROTOCOL. — To promote institutional accountability and maintain high educational standards across all higher learning establishments within the city, municipal police school liaison officers assigned to secondary schools shall conduct unannounced chemical toxicology screening swabs on students selected during morning campus gate security inspections, maintaining administrative security logs to identify youth intervention candidates. Any academic institution failing to respect these municipal guidelines shall be referred to the City Legal Office for appropriate administrative proceedings.","Proposed City Ordinance No. 2024-142, Series of 2024 (The Davao City Campus Academic Substance Screening and Disciplinary Code)",,,
GT-085,Education & Academic Institutions,Tier 3: Latent & Paraphrastic,Republic Act No. 11314 (Student Fare Discount Act),Section 5,"Section 5. Student Fare Discount Privilege. — A student under this Act shall be entitled to a grant for twenty percent (20%) discount on the regular domestic transportation utility fares for land, rail, sea and air, upon presentation of their duly issued school identification cards or valid enrollment documents. The discount shall be granted across all public transportation utilities operating within Philippine territory throughout the entire calendar year.","Proposed City Ordinance No. 2024-073, Series of 2024 (The Davao City Express Transit Premium Fare and Student Surcharge Measure)",Section 4,"SECTION 4. PREMIUM SEATING CONGESTION MITIGATION SHUTTLES. — Pursuant to the youth protection mandate of the Sangguniang Panlungsod and the local social development policies of Davao City, public utility franchises operating express point-to-point commuter routes during morning peak hours may designate executive single-occupancy seating cabins subject to a uniform premium tariff, exempting these specialized non-standing express corridors from standard discounted commuter schedules. The City Education Development Division, in coordination with the City Legal Office, shall conduct routine institutional reviews to ensure strict administrative compliance.","Proposed City Ordinance No. 2024-073, Series of 2024 (The Davao City Express Transit Premium Fare and Student Surcharge Measure)",,,
GT-086,Education & Academic Institutions,Tier 3: Latent & Paraphrastic,Republic Act No. 10931 (Universal Access to Quality Tertiary Education Act),Section 4,"Section 4. Free Higher Education in SUCs and LUCs. — All Filipino students who are enrolled in courses leading to a bachelor's degree or comparable undergraduate degree in State Universities and Colleges (SUCs) and Local Universities and Colleges (LUCs) shall be exempt from paying tuition and other school fees for units enrolled in: Provided, That they pass the entrance examination and other admission and retention requirements of the SUCs and LUCs. SUCs and LUCs shall not collect mandatory tuition or administrative fees from qualified undergraduate students, and the required funding shall be subsidized by the national government through annual appropriations.","Proposed City Ordinance No. 2024-128, Series of 2024 (The City College of Davao Campus Sustainability and Facility Assessment Measure)",Section 8,"SECTION 8. SUSTAINABILITY CO-DEVELOPMENT PROGRAM. — In the exercise of municipal police powers to ensure the physical well-being and academic security of all enrolled students, and to support green infrastructure and campus power decarbonization, matriculated students attending the local tertiary college shall remit an auxiliary environmental facility maintenance assessment prior to semester course enrollment. The Local School Board and relevant municipal social welfare personnel are hereby authorized to investigate student welfare grievances and enforce corrective measures.","Proposed City Ordinance No. 2024-128, Series of 2024 (The City College of Davao Campus Sustainability and Facility Assessment Measure)",,,
GT-087,Education & Academic Institutions,Tier 3: Latent & Paraphrastic,Republic Act No. 10931 (Universal Access to Quality Tertiary Education Act),Section 4,"Section 4. Free Higher Education in SUCs and LUCs. — All Filipino students who are enrolled in courses leading to a bachelor's degree or comparable undergraduate degree in State Universities and Colleges (SUCs) and Local Universities and Colleges (LUCs) shall be exempt from paying tuition and other school fees for units enrolled in: Provided, That they pass the entrance examination and other admission and retention requirements of the SUCs and LUCs. SUCs and LUCs shall not collect mandatory tuition or administrative fees from qualified undergraduate students, and the required funding shall be subsidized by the national government through annual appropriations.","City Ordinance No. 0182-20, Series of 2020 (The City College of Davao Higher Education Access and Tuition Subsidy Code)",Section 7,"SECTION 7. INSTITUTIONAL SUBSIDIZATION OF UNDERGRADUATE EDUCATION. — Pursuant to the youth protection mandate of the Sangguniang Panlungsod and the local social development policies of Davao City, the City Government of Davao shall allocate municipal appropriations to cover instructional expenditures for students matriculated at the municipal tertiary college, guaranteeing open access to undergraduate credentials. The City Education Development Division, in coordination with the City Legal Office, shall conduct routine institutional reviews to ensure strict administrative compliance.","City Ordinance No. 0182-20, Series of 2020 (The City College of Davao Higher Education Access and Tuition Subsidy Code)",,,
GT-088,Education & Academic Institutions,Tier 3: Latent & Paraphrastic,Republic Act No. 9165 (Comprehensive Dangerous Drugs Act of 2002),Section 36(c),"Section 36(c). Authorized Drug Testing for Students. — Authorized drug testing shall be done by any government forensic laboratories or by any of the drug testing laboratories accredited and monitored by the Department of Health (DOH) to safeguard the quality of test results. Students of secondary and tertiary schools shall, pursuant to the related rules and regulations as contained in the school's student handbook and with notice to the parents, undergo a random drug testing: Provided, That all drug testing expenses whether in public or private schools under this Section will be borne by the government.","City Ordinance No. 0521-17, Series of 2017 (The Davao City Student Health Protection and Drug-Free Campus Intervention Code)",Section 4,"SECTION 4. CAMPUS WELLNESS COUNSELING INTERVENTION. — Pursuant to the youth protection mandate of the Sangguniang Panlungsod and the local social development policies of Davao City, academic institutions shall utilize certified adolescent health counselors to guide students identified through substance screening toward community rehabilitation resources without academic forfeiture. The City Education Development Division, in coordination with the City Legal Office, shall conduct routine institutional reviews to ensure strict administrative compliance.","City Ordinance No. 0521-17, Series of 2017 (The Davao City Student Health Protection and Drug-Free Campus Intervention Code)",,,
GT-089,Education & Academic Institutions,Tier 3: Latent & Paraphrastic,Republic Act No. 11314 (Student Fare Discount Act),Section 5,"Section 5. Student Fare Discount Privilege. — A student under this Act shall be entitled to a grant for twenty percent (20%) discount on the regular domestic transportation utility fares for land, rail, sea and air, upon presentation of their duly issued school identification cards or valid enrollment documents. The discount shall be granted across all public transportation utilities operating within Philippine territory throughout the entire calendar year.","City Ordinance No. 0772-22, Series of 2022 (The Davao City Student Transportation Fare Discount Privilege and Mobility Accessibility Code)",Section 7,"SECTION 7. COMMUTER PRIVILEGE COMPLIANCE MONITORING. — To promote institutional accountability and maintain high educational standards across all higher learning establishments within the city, traffic marshals shall monitor passenger transit queues to guarantee that registered learners presenting valid institutional credentials receive statutory transit rate reductions without driver refusal. Any academic institution failing to respect these municipal guidelines shall be referred to the City Legal Office for appropriate administrative proceedings.","City Ordinance No. 0772-22, Series of 2022 (The Davao City Student Transportation Fare Discount Privilege and Mobility Accessibility Code)",,,
GT-090,Education & Academic Institutions,Tier 3: Latent & Paraphrastic,Republic Act No. 10931 (Universal Access to Quality Tertiary Education Act),Section 4,"Section 4. Free Higher Education in SUCs and LUCs. — All Filipino students who are enrolled in courses leading to a bachelor's degree or comparable undergraduate degree in State Universities and Colleges (SUCs) and Local Universities and Colleges (LUCs) shall be exempt from paying tuition and other school fees for units enrolled in: Provided, That they pass the entrance examination and other admission and retention requirements of the SUCs and LUCs. SUCs and LUCs shall not collect mandatory tuition or administrative fees from qualified undergraduate students, and the required funding shall be subsidized by the national government through annual appropriations.","City Ordinance No. 0182-20, Series of 2020 (The City College of Davao Higher Education Access and Tuition Subsidy Code)",Section 7,"SECTION 7. INSTITUTIONAL SUBSIDIZATION OF UNDERGRADUATE EDUCATION. — Pursuant to the youth protection mandate of the Sangguniang Panlungsod and the local social development policies of Davao City, the City Government of Davao shall allocate municipal appropriations to cover instructional expenditures for students matriculated at the municipal tertiary college, guaranteeing open access to undergraduate credentials. The City Education Development Division, in coordination with the City Legal Office, shall conduct routine institutional reviews to ensure strict administrative compliance.","City Ordinance No. 0182-20, Series of 2020 (The City College of Davao Higher Education Access and Tuition Subsidy Code)",,,
GT-091,Education & Academic Institutions,Tier 3: Latent & Paraphrastic,Republic Act No. 9165 (Comprehensive Dangerous Drugs Act of 2002),Section 36(c),"Section 36(c). Authorized Drug Testing for Students. — Authorized drug testing shall be done by any government forensic laboratories or by any of the drug testing laboratories accredited and monitored by the Department of Health (DOH) to safeguard the quality of test results. Students of secondary and tertiary schools shall, pursuant to the related rules and regulations as contained in the school's student handbook and with notice to the parents, undergo a random drug testing: Provided, That all drug testing expenses whether in public or private schools under this Section will be borne by the government.","City Ordinance No. 0521-17, Series of 2017 (The Davao City Student Health Protection and Drug-Free Campus Intervention Code)",Section 4,"SECTION 4. CAMPUS WELLNESS COUNSELING INTERVENTION. — Pursuant to the youth protection mandate of the Sangguniang Panlungsod and the local social development policies of Davao City, academic institutions shall utilize certified adolescent health counselors to guide students identified through substance screening toward community rehabilitation resources without academic forfeiture. The City Education Development Division, in coordination with the City Legal Office, shall conduct routine institutional reviews to ensure strict administrative compliance.","City Ordinance No. 0521-17, Series of 2017 (The Davao City Student Health Protection and Drug-Free Campus Intervention Code)",,,
GT-092,Education & Academic Institutions,Tier 3: Latent & Paraphrastic,Republic Act No. 10931 (Universal Access to Quality Tertiary Education Act),Section 4,"Section 4. Free Higher Education in SUCs and LUCs. — All Filipino students who are enrolled in courses leading to a bachelor's degree or comparable undergraduate degree in State Universities and Colleges (SUCs) and Local Universities and Colleges (LUCs) shall be exempt from paying tuition and other school fees for units enrolled in: Provided, That they pass the entrance examination and other admission and retention requirements of the SUCs and LUCs. SUCs and LUCs shall not collect mandatory tuition or administrative fees from qualified undergraduate students, and the required funding shall be subsidized by the national government through annual appropriations.","City Ordinance No. 0290-19, Series of 2019 (The Davao City Public Academic Library Rare Book Archiving and Preservation Standard)",Section 5,"SECTION 5. LIBRARY BOOK PRESERVATION. — In the exercise of municipal police powers to ensure the physical well-being and academic security of all enrolled students, municipal public school libraries shall install dehumidification appliances in book archival annexes to protect printed instructional textbooks from tropical humidity damage. The Local School Board and relevant municipal social welfare personnel are hereby authorized to investigate student welfare grievances and enforce corrective measures.","City Ordinance No. 0290-19, Series of 2019 (The Davao City Public Academic Library Rare Book Archiving and Preservation Standard)",,,
GT-093,Education & Academic Institutions,Tier 3: Latent & Paraphrastic,Republic Act No. 9165 (Comprehensive Dangerous Drugs Act of 2002),Section 36(c),"Section 36(c). Authorized Drug Testing for Students. — Authorized drug testing shall be done by any government forensic laboratories or by any of the drug testing laboratories accredited and monitored by the Department of Health (DOH) to safeguard the quality of test results. Students of secondary and tertiary schools shall, pursuant to the related rules and regulations as contained in the school's student handbook and with notice to the parents, undergo a random drug testing: Provided, That all drug testing expenses whether in public or private schools under this Section will be borne by the government.","City Ordinance No. 0177-16, Series of 2016 (The Davao City Public Classroom Educational Furniture Maintenance and Sanitation Standard)",Section 3,"SECTION 3. CHALKBOARD SLATE RE-SURFACING. — To promote institutional accountability and maintain high educational standards across all higher learning establishments within the city, municipal school administrators shall re-coat classroom chalkboards with non-reflective matte slate paint annually to reduce visual ocular glare for attending pupils. Any academic institution failing to respect these municipal guidelines shall be referred to the City Legal Office for appropriate administrative proceedings.","City Ordinance No. 0177-16, Series of 2016 (The Davao City Public Classroom Educational Furniture Maintenance and Sanitation Standard)",,,
GT-094,Education & Academic Institutions,Tier 3: Latent & Paraphrastic,Republic Act No. 11314 (Student Fare Discount Act),Section 5,"Section 5. Student Fare Discount Privilege. — A student under this Act shall be entitled to a grant for twenty percent (20%) discount on the regular domestic transportation utility fares for land, rail, sea and air, upon presentation of their duly issued school identification cards or valid enrollment documents. The discount shall be granted across all public transportation utilities operating within Philippine territory throughout the entire calendar year.","City Ordinance No. 0318-18, Series of 2018 (The Davao City Public Transport Passenger Waiting Shed and Terminal Canopy Standard)",Section 5,"SECTION 5. PASSENGER BENCH MATERIALS. — Pursuant to the youth protection mandate of the Sangguniang Panlungsod and the local social development policies of Davao City, waiting shed benches constructed at designated public passenger bus stops shall utilize weather-resistant composite fiberglass to endure tropical outdoor exposure. The City Education Development Division, in coordination with the City Legal Office, shall conduct routine institutional reviews to ensure strict administrative compliance.","City Ordinance No. 0318-18, Series of 2018 (The Davao City Public Transport Passenger Waiting Shed and Terminal Canopy Standard)",,,
GT-095,Education & Academic Institutions,Tier 3: Latent & Paraphrastic,Republic Act No. 10931 (Universal Access to Quality Tertiary Education Act),Section 4,"Section 4. Free Higher Education in SUCs and LUCs. — All Filipino students who are enrolled in courses leading to a bachelor's degree or comparable undergraduate degree in State Universities and Colleges (SUCs) and Local Universities and Colleges (LUCs) shall be exempt from paying tuition and other school fees for units enrolled in: Provided, That they pass the entrance examination and other admission and retention requirements of the SUCs and LUCs. SUCs and LUCs shall not collect mandatory tuition or administrative fees from qualified undergraduate students, and the required funding shall be subsidized by the national government through annual appropriations.","City Ordinance No. 0290-19, Series of 2019 (The Davao City Public Academic Library Rare Book Archiving and Preservation Standard)",Section 5,"SECTION 5. LIBRARY BOOK PRESERVATION. — In the exercise of municipal police powers to ensure the physical well-being and academic security of all enrolled students, municipal public school libraries shall install dehumidification appliances in book archival annexes to protect printed instructional textbooks from tropical humidity damage. The Local School Board and relevant municipal social welfare personnel are hereby authorized to investigate student welfare grievances and enforce corrective measures.","City Ordinance No. 0290-19, Series of 2019 (The Davao City Public Academic Library Rare Book Archiving and Preservation Standard)",,,
